"waterbody","date","dateNUTR","year","town","latitude","longitude","state","data_source","mult_survey","off_season","surfacearea_ha","surfaceaarea_sqm","perimeter_m","shoreline_development","depth_max_m","depth_avg_m","forested_shoreline_prop","inflow","outflow","FP_presence","FPcover_avg","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","regime","azolla_cover_prop","lminor_cover_prop","lvaldiviana_cover_prop","ltrisulca_cover_prop","riccia_cover_prop","spolyrhiza_cover_prop","wolffia_cover_prop","wbrasiliensis_cover_prop","wborealis_cover_prop","TOTP_n","TOTP_avg","TOTP_SE","PO4_n","PO4_avg","PO4_SE","TOTN_n","TOTN_avg","TOTN_SE","NO3_n","NO3_avg","NO3_SE","NH4_n","NH4_avg","NH4_SE","totNtotP_n","totNtotP_avg","totNtotP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","notes","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Elise Lake","7/12/2011","7/12/2011","2011","Middlebury",41.5232,73.141,"CT","CAES","N","N",6.27,59836.16,1342.17,1.548,2,NA,0.9352,NA,NA,"Y",0.0017,0.0017,0.0017,0,0,1,0,0,0,1,0,0,0,15,2,13,"SAV",0,0.00085,0,0,0,0.00089,0,0,0,2,0.055,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.75,0.55,2,173,1,1,10.3,NA,1,29.2,NA,2,18.8,3,1,1.2,NA,"",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Farm Brook Reservoir","6/26/2012","6/26/2012","2012","Hamden",41.3962,72.9427,"CT","CAES","N","N",6.07,64643.65,1075.74,1.194,2,NA,0.6716,NA,NA,"Y",0.0016,0.0016,0.0016,0,0,1,0,0,0,0,0,0,0,8,1,7,"SAV",0,0.00159,0,0,0,0,0,0,0,2,0.1647,0.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.55,0.55,2,51,2,1,13,NA,1,23.3,NA,2,13.5,0.75,1,0.3,NA,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Graniss Lake","combined","5/1/2004","comb","East Haven",41.3049,72.8555,"CT","CAES","Y","N",7.89,76786.96,1297.82,1.321,3,NA,0.8828,NA,NA,"Y",0.0024,0.0024,0.0024,0,0,1,0,0,0,0,0,0,0,19,1,18,"SAV",0,0.00243,0,0,0,0,0,0,0,3,0.0187,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.07,0.44,3,209.67,61.35,1,20.6,NA,1,14.9,NA,3,82.5,8.44,1,4,NA,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Halls Pond, Ashford","8/1/2005","8/1/2005","2005","Eastford",41.8402,72.1091,"CT","CAES","N","N",33.18,336790.561,3368.77,1.638,4.267,2.743,0.8645,NA,NA,"Y",8e-04,8e-04,8e-04,0,0,0,0,0,0,1,0,0,0,19,1,18,"SAV",0,0,0,0,0,0.00079,0,0,0,2,0.007,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.05,0.25,2,44.05,0.45,1,7,NA,1,26.7,NA,2,7.5,1.5,1,3,NA,"",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hamlin Pond","8/24/2005","8/24/2005","2005","Plainville",41.6706,72.8475,"CT","CAES","N","N",4.86,48500.671,947.13,1.213,4,NA,0,NA,NA,"Y",0.0058,0.0058,0.0058,0,0,1,0,0,0,0,0,0,1,8,2,6,"SAV",0,0.00316,0,0,0,0,0,0.00263,0,2,0.0895,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.7,0.3,2,262.5,17.5,1,10.4,NA,1,24.3,NA,2,72.38,1.125,1,1.2,NA,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hatch Pond","6/14/2012","6/14/2012","2012","Kent ",41.6836,73.4778,"CT","CAES","N","N",26.71,267092.52,2751.86,1.491,4,NA,0.426,NA,NA,"Y",0.1725,0.1725,0.1725,0,0,0,1,0,0,1,1,0,0,15,3,12,"SAV",0,0,0,0,0,0,0,0,0,2,0.1574,0.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.3,0.3,2,257,25,1,8.3,NA,1,22.9,NA,2,112.15,18.35,1,2,NA,"",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Horseshoe Pond","6/21/2013","6/21/2013","2013","Wilton",41.1823,73.4265,"CT","CAES","N","N",2.23,22257.71,713.23,1.359,1,NA,0.8763,NA,NA,"Y",0.024,0.024,0.024,0,0,1,1,0,0,1,0,0,0,11,3,8,"SAV",0,0.02101,0,0.00117,0,0.00222,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.45,0.05,2,394.5,0.5,1,2.2,NA,1,21.3,NA,2,34.9,1.1,1,0.8,NA,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hummers Pond","7/28/2005","7/28/2005","2005","Madison",41.2835,72.5827,"CT","CAES","N","N",3.08,30863.362,1241.61,1.994,2,NA,0.733,NA,NA,"Y",0.44,0.44,0.44,0,0,0,0,0,0,0,0,0,1,9,1,8,"SAV",0,0,0,0,0,0,0,0.44,0,2,0.0755,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.05,0.05,2,196.5,0.5,1,2,NA,1,26.2,NA,2,31.5,0,1,1.5,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Indian Lake (1)","8/3/2006","8/3/2006","2006","Orange",41.2505,73.01,"CT","CAES","N","N",10.93,110605.371,2390.98,2.028,4,NA,0.3738,NA,NA,"Y",0.0333,0.0333,0.0333,0,0,1,0,0,0,0,0,0,1,13,2,11,"SAV",0,0.02018,0,0,0,0,0,0.01312,0,2,0.069,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.05,0.75,2,228.5,33.5,1,9.8,NA,1,31.8,NA,2,55.9,19.9,1,1,NA,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Lake (2)","8/10/2009","8/10/2009","2009","Sharon",41.9183,73.4946,"CT","CAES","N","N",82.96,822521.513,5079.46,1.58,3,NA,0.6055,NA,NA,"Y",6e-04,6e-04,6e-04,0,0,0,0,0,0,1,0,0,0,21,1,20,"SAV",0,0,0,0,0,0.00058,0,0,0,2,0.014,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,0.1,2,116.25,3.75,1,6.2,NA,1,27.4,NA,2,274,7,1,2,NA,"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Lakeview Lake (Willow Lake)","8/18/2006","8/18/2006","2006","West Hartford",41.8031,72.772,"CT","CAES","N","N",1.09,13252.673,548.24,1.343,1,NA,0.5079,NA,NA,"Y",0.1605,0.1605,0.1605,0,0,1,0,0,0,0,1,0,0,7,2,5,"SAV",0,0.00202,0,0,0,0,0.15848,0,0,1,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.8,NA,1,178,NA,1,4.6,NA,1,20.4,NA,1,63.9,NA,1,1.3,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larkin Pond","7/3/2011","7/3/2011","2011","Middlebury",41.501,73.1117,"CT","CAES","N","N",3.44,34058.9,882.43,1.349,3,NA,0.6508,NA,NA,"Y",0.0094,0.0094,0.0094,0,0,1,0,0,0,0,0,0,0,11,1,10,"SAV",0,0.00936,0,0,0,0,0,0,0,2,0.056,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.65,1.55,2,130,40,1,12,NA,1,27.6,NA,2,13.9,1.1,1,0.8,NA,"",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lower Moodus Reservoir","combined","7/20/2009","comb","Moodus",41.5145,72.422,"CT","CAES","Y","N",50.99,509903.91,5306.19,2.115,4,2,0.8154,NA,NA,"Y",1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,36,1,35,"SAV",0,0.00012,0,0,0,0,0,0,0,2,0.034,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.025,0.225,2,72.3,6.3,2,0.05065,0.04915,2,28.85,1.85,2,10.325,1.675,2,1.75,0.25,"",0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"Mamanasco Lake","combined","9/11/2012","comb","Ridgefield",41.3201,73.5272,"CT","CAES","Y","N",35.7,357034.804,3564.977,1.674,3.353,2.286,0.4486,NA,NA,"Y",4e-04,7e-04,1e-04,0,0,1,0,0,0,0,0,0,0,11,1,10,"SAV",0,0.00042,0,0,0,0,0,0,0,2,0.0524,0.0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.8,0.1,2,271.25,30.75,2,0.05065,0.04915,2,24.4,2.8,2,75.1875,0.1875,2,1.4,0.6,"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nichols Pond","6/29/2005","6/29/2005","2005","Oxford",41.4171,73.1369,"CT","CAES","N","N",5.14,51924.289,1109.48,1.373,1.5,NA,0.9244,NA,NA,"Y",2e-04,2e-04,2e-04,0,0,1,0,0,0,0,0,0,0,9,1,8,"SAV",0,0.00019,0,0,0,0,0,0,0,2,0.0525,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.25,0.05,2,77.65,3.85,1,5,NA,1,26.8,NA,2,4.5,1.5,1,0.9,NA,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Oakwood Pond","7/14/2006","7/14/2006","2006","Guilford",41.3306,72.7318,"CT","CAES","N","N",0.2,1901.245,246.08,1.592,1.8,NA,0.7953,NA,NA,"Y",0.008,0.008,0.008,0,0,1,0,0,0,0,0,0,0,13,1,12,"SAV",0,0.00795,0,0,0,0,0,0,0,2,0.091,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.6,0.1,2,148.5,3.5,NA,NA,NA,NA,NA,NA,2,22.9,0.4,1,1,NA,"",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"One Acre Pond","6/16/2011","6/16/2011","2011","Madison",41.2948,72.6244,"CT","CAES","N","N",0.4,4046.856,NA,1.118,3,NA,0.7805,NA,NA,"Y",0.6611,0.6611,0.6611,0,0,0,0,0,0,0,1,0,0,9,1,8,"FP?",0,0,0,0,0,0,0.39666,0,0,2,0.0425,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.75,0.45,2,294,9,1,10.4,NA,1,23.4,NA,2,45.05,2.25,1,1.8,NA,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (3)","8/31/2012","8/31/2012","2012","Westport",41.17,73.3564,"CT","CAES","N","N",0.4,3720.75,229.98,1.064,2.1,NA,0.8456,NA,NA,"Y",0.8302,1,0.6605,1,0,1,0,0,0,1,1,0,0,5,4,1,"FP",0.44011,0.07345,0,0,0,0.07345,0.07345,0,0,1,0.1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.3,NA,1,174,NA,1,0.2,NA,1,21,NA,1,30.75,NA,1,2.1,NA,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Lower/West","9/4/2012","9/4/2012","2012","Suffield",42.0026,72.6469,"CT","CAES","N","N",0.28,2832.8,219.7,1.285,0.5,NA,0,NA,NA,"Y",1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,"FP",1,0,0,0,0,0,0,0,0,1,1.4246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.6,NA,1,336,NA,1,0.2,NA,1,20.1,NA,1,122.25,NA,1,0.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Upper/East","9/4/2012","9/4/2012","2012","Suffield",42.0027,72.6465,"CT","CAES","N","N",0.12,1214.06,123.43,1.058,0.5,NA,0,NA,NA,"Y",1,1,1,1,0,0,0,0,0,0,1,0,0,4,2,2,"FP",0.9,0,0,0,0,0,0.1,0,0,1,0.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.4,NA,1,184,NA,1,0.2,NA,1,20.4,NA,1,37.5,NA,1,0.5,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Putnam Park Pond","9/27/2011","9/27/2011","2011","Easton",41.3388,73.3776,"CT","CAES","N","N",5.67,60334.215,1830.95,2.103,2.5,NA,0.8044,NA,NA,"Y",0.0011,0.0011,0.0011,0,0,0,1,0,1,0,0,0,0,17,2,15,"SAV",0,0.00111,0,0,0,0,0,0,0,2,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.2,0,2,106.5,17.5,1,6.2,NA,1,21.7,NA,2,26.3,4.5,1,1.5,NA,"Riccia sp. is not reported by CAES, but is present in herbarium specimen from pond",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Quassapaug Lake","7/26/2011","7/26/2011","2011","Middlebury",41.5318,73.1533,"CT","CAES","N","N",119.79,1137661.94,9657.12,2.489,10,NA,0.8238,NA,NA,"Y",0.0021,0.0021,0.0021,0,0,0,0,0,0,1,1,0,0,25,2,23,"SAV",0,0,0,0,0,0.00172,0.00041,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.1,0.1,2,67.7,0.1,1,6.7,NA,1,26.5,NA,1,10.5,NA,1,4,NA,"",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"Quonnipaug Lake","combined","7/8/2010","comb","Guilford",41.3925,72.6974,"CT","CAES","Y","N",39.94,385473.72,5178.8,2.353,14,5.486,0.7547,NA,NA,"Y",0.0034,0.0034,0.0034,0,0,1,1,0,0,1,0,0,0,33,3,30,"SAV",0,0.00103,0,0.00137,0,0.00101,0,0,0,2,0.0101,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.125,0.125,2,116.6167,21.8833,2,0.05065,0.04915,2,26.1,2.8,2,31.9,3,2,3.45,0.45,"",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
